arm,scorer,EF1%,EF10%,ROC_AUC,BEDROC20,n,n_actives
A_single_pose,AutoDock_affinity,1.5384615384615385,0.46153846153846156,0.552896767121021,0.03933643918477744,3784,65
A_single_pose,GNINA_CNNaff,1.5384615384615385,0.6153846153846154,0.5076468033176826,0.03968460737107858,3784,65
A_single_pose,NMDN,4.615384615384616,2.6153846153846154,0.6324942602436552,0.174163577405792,3784,65
