arm,scorer,EF1%,EF10%,ROC_AUC,BEDROC20,n,n_actives
B_max_over10,GNINA_CNNaff,5.555555555555555,3.444444444444444,0.687648292021211,0.21290107245561476,4595,90
C_mean_top3,GNINA_CNNaff,5.555555555555555,3.5555555555555554,0.6881588358613886,0.21741382357041789,4595,90
