arm,scorer,EF1%,EF10%,ROC_AUC,BEDROC20,n,n_actives
B_max_over10,GNINA_CNNaff,1.5384615384615385,0.3076923076923077,0.5021242269427266,0.03430953549106999,3784,65
C_mean_top3,GNINA_CNNaff,1.5384615384615385,0.6153846153846154,0.4942271495646059,0.03494435151299853,3784,65
