arm,scorer,EF1%,EF10%,ROC_AUC,BEDROC20,n,n_actives
NMDN_max_over20,NMDN,0.0,1.6923076923076923,0.6381119821291911,0.07986363309096128,3784,65
NMDN_mean_top3,NMDN,0.0,1.5384615384615385,0.6357664384553333,0.07370263459382827,3784,65
pKd_at_bestNMDN,NMDN,0.0,1.8461538461538463,0.5642004674540302,0.09387904296454448,3784,65
