arm,scorer,EF1%,EF10%,ROC_AUC,BEDROC20,n,n_actives
B_max_over20,GNINA_CNNaff,3.333333333333333,2.7777777777777777,0.7329978290901914,0.16977918669398506,4594,90
C_mean_top3,GNINA_CNNaff,4.444444444444445,2.7777777777777777,0.7339476021314387,0.17375612379391203,4594,90
