arm,scorer,EF1%,EF10%,ROC_AUC,BEDROC20,n,n_actives
B_max_over20,GNINA_CNNaff,1.5384615384615385,0.46153846153846156,0.5316534517829715,0.04614424230783566,3771,65
C_mean_top3,GNINA_CNNaff,1.5384615384615385,0.6153846153846154,0.5292374112665532,0.047568758181401924,3771,65
