arm,scorer,EF1%,EF10%,ROC_AUC,BEDROC20,n,n_actives
B_max_over20,GNINA_CNNaff,0.0,2.9166666666666665,0.7643113437355982,0.12214341447261354,5087,24
C_mean_top3,GNINA_CNNaff,0.0,2.9166666666666665,0.7719402198959774,0.13144491066049094,5087,24
