arm,scorer,EF1%,EF10%,ROC_AUC,BEDROC20,n,n_actives
NMDN_max_over20,NMDN,2.2222222222222223,1.7777777777777777,0.6199408065112837,0.10347842427461178,4595,90
NMDN_mean_top3,NMDN,2.2222222222222223,2.0,0.5899173757553335,0.11284844400437881,4595,90
pKd_at_bestNMDN,NMDN,1.1111111111111112,2.444444444444444,0.6344604760143051,0.13824448604467557,4595,90
